IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES,CONNECTION_MODE,SERVER_COUNT
143.178.66.246,08/08/2022 00:47,GMT,775.03,483.58,5,Amsterdam,0,multi,4

